Participant.ID,X1..I.think.City.Council.should.consider.increasing.the.budget.for.the.following.service..select.one..,X2.1.Supports.environmental.and.climate.action,X2.2.Supports.truth..justice.and.reconciliation,X2.3.Makes.sure.everyone.in.Toronto.has.equitable.access.to.services.and.supports,X2.4.Makes.it.easier.to.get.around,X2.5.Supports.social..physical.and.mental.well.being,X2.6.Makes.life.easier.or.more.affordable,X2.7.Helps.build.the.economy..supports.businesses..job.creation.or.employment,X2.8.Makes.Toronto.safer,X2.9.Supports.the.city.s.development.and.prepares.for.future.growth,X2.10.This.is.a.fundamental.municipal.service,X2.11.Is.a.good.use.of.my.property.taxes.or.user.fees,X2.12.Other.,X2.13.Other.Text,X3..The.service.I.think.the.City.should.decrease.funding.to.is.,X4.1.The.money.should.go.to.another.program.or.service,X4.2.Enough.of.my.money.goes.to.this.service.already,X4.3.Benefits.some.Toronto.residents.more.than.others,X4.4.The.money.to.support.it.should.come.from.another.level.of.government,X4.5.The.City.should.not.deliver.this.service.anymore,X4.6.It.needs.to.be.more.effective.before.the.City.spends.more.money.on.this.service,X4.7.It.no.longer.meets.the.needs.of.Toronto.s.residents,X4.8.Other.,X4.9.Other.Text,X5..The.City.continues.to.fill.the.funding.gap.for.services.that.are.the.Provincial.Government.s.responsibilities..resulting.in.a..1.5.billion.budget.shortfall..These.services.should.be.properly.funded.by.them.including.housing..emergency.shelters..highways..public.safety..refugees.and.transit..Do.you.agree.that.the.provincial.government.should.step.up.and.pay.for.their.responsibilities.,X6..The.City.of.Toronto.continues.to.fill.the.gap.in.funding.for.services.that.are.within.the.Federal.Government.s.responsibilities.and.should.be.properly.funded.by.them..These.services.include.housing..transit..health.and.refugee.settlement....Do.you.agree.that.the.federal.government.should.step.up.and.pay.for.their.responsibilities.,X7.1.Meet.and.speak.with.my.local.Member.of.Provincial.Parliament..MPP..and.Member.of.Parliament..MP.,X7.2.Ask.friends.to.also.contact.their.MPP.and.MP.to.support.a.New.Deal,X7.3.Participate.in.the.provincial.budget.consultations,X7.4.Participate.in.the.federal.budget.consultations,X7.5.Sign.a.petition.to.the.provincial.and.federal.parliaments,X7.6.Other,X7.7.Other.Text,X8..Please.provide.the.first.three.characters.of.your.postal.code..e.g..M5H.,X9..What.is.your.age.,X10.1.Identify.as.Indigenous.to.Canada..First.Nations..Inuit.or.Metis.,X10.2.From.a.racialized.community,X10.3.New.to.Canada..less.than.5.years.,X10.4.Have.lived.experience.of.homelessness,X10.5.Member.of.the.2SLGBTQ..community,X10.6.Living.with.disability,X10.7.Low.income,X10.8.My.primary.language.is.not.English.or.French,X10.9.None.of.these.apply.to.me.or.prefer.not.to.answer,X10.10.Other,X10.11.Other.Text
0b3ec4eb0b800f0b20af5a55e8c62ec2,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,,Police ,1,1,1,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,m2l,30-54,NA,1,NA,NA,1,1,NA,NA,NA,NA,
50141a83e89b38f7fc9e9f09c7734f3e,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0828173d9b26f7fefbf11cc97cce843d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3c0588c2a0273da4cd35d8756a9e179b,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9a4c941b1094f7361ad88b2ef0bc4129,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65b9d221c16112959a3fa9a6e586fff9,TTC and Wheel Trans ,1,NA,1,1,NA,1,1,1,NA,1,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M6R,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
65b3c496892a2806c6720d0fbaa62c82,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
b4c5a209644c070393d9835d85ab1cdf,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
99a2f04b0ac778faa1b18e7f6f7cdbe2,Environment and climate ,1,1,1,1,1,1,1,1,1,1,1,NA,,Parking ,1,NA,1,NA,NA,NA,NA,1,"If we are trying to discourage cars on our roads, money should go to transit not places for cars to park.",Strongly agree,Strongly agree,1,1,1,1,1,NA,,M1N,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
2e0e41a120018a98b58ae27fdec6938b,Long-term care homes and services for seniors,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,"Maintaining roads, bike lanes and sidewalks",NA,NA,NA,NA,NA,NA,1,1,"Too much spending on bike lanes with a removal of two traffic lanes on Bloor St. W., a major arterial designed for 20,000 cars per day creates congestion with low daily/yearly bike usage, It no longer meets the needs of Toronto’s residents",Agree,Strongly agree,NA,NA,NA,NA,1,NA,,m8y,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,1,this looks like a special interest group survey
68e0ecdbd7c5eec6a631fa5e958b670f,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,saves lives.,Animal services,NA,NA,NA,NA,NA,NA,NA,1,I don't see a reason to cut anything.,Strongly agree,Strongly agree,1,1,1,1,NA,NA,,M4C,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
7682a4dafab8bf2d47c51afc8586c0d2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5b2994bb5abead05d09680b86e184274,Environment and climate ,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,,"Arts, culture, entertainment and attractions",1,NA,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,NA,NA,NA,NA,NA,,M5E,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
bf2f9edf6f436859469f0777da6129ee,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
74d7c5c41ca8527d069eb709122d4afe,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a944c1ec365c9a12ef79d2f36a0139dd,Environment and climate ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,supports environment and climate action,"Maintaining roads, bike lanes and sidewalks",NA,NA,1,NA,NA,NA,NA,1,too much money is spent on roads  the city should collect road tolls from drivers,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M9C,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,senior
206b5ba51a8b93755184f4c364a02308,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
edc20b0221f04799b50324cbce3f9201,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10cfbf41b117803f82d6891a6b6ca02e,Planning and development,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,,Libraries,NA,NA,NA,NA,1,NA,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M6K,20–29,NA,1,NA,NA,1,NA,NA,NA,NA,NA,
0b15089897a5379ef0513676704f9f51,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4bfe45529bfb8d635a2ba46b474b245b,TTC and Wheel Trans ,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,"Community grants, partnerships and programs for youth",NA,1,NA,NA,NA,NA,NA,NA,,Undecided / Don’t Know,Agree,1,NA,NA,NA,1,NA,,M9n,30-54,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
ac46ad46290b800c7e31be08192bc742,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6966ba63d684b247e777adfcc499384f,Affordable housing and shelters ,NA,NA,1,NA,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,NA,1,1,1,NA,,m5v,30-54,NA,1,NA,NA,1,1,NA,NA,NA,NA,
420a248eb635552dc8ed6e22efe0e80a,Affordable housing and shelters ,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,,"Arts, culture, entertainment and attractions",1,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,1,NA,NA,1,NA,,M5R,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
4dd2d259abf38cc48a221c2dbc8fac0f,Libraries,NA,1,1,NA,1,1,1,NA,NA,1,1,1,TPL is the crown jewel of our civic commons. They are the best and they deliver so much for the community.,Police ,1,1,1,NA,NA,1,1,1,We spend so much money on police and they can't even enforce traffic laws. Find some efficiencies in the police department please. Replace with red light cameras?,Strongly agree,Strongly agree,NA,NA,1,1,NA,NA,,M5J,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
c4afad2d1caf14c6ff405be9c3ad95fe,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
c38ac87ecbd35ea8e319027a6668b3ad,Affordable housing and shelters ,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,,Environment and climate ,NA,NA,NA,1,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,NA,NA,,m4v,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
00fbe88a74c78bf2c05366fb01ed8731,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
837322ba3f92d918031a3d38d0342b9b,Police ,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,,"Arts, culture, entertainment and attractions",1,NA,1,NA,NA,1,NA,NA,,Undecided / Don’t Know,Strongly disagree,NA,NA,NA,NA,NA,1,Not something i would consider,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
88915379162f28048f5c5c56dba95392,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8cccd22adb2c1e12f8e3eee878440597,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
d31022fb4d035a3fc4723c8780e17e18,Paramedics,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,,Parking ,NA,1,1,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M3B,20–29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
8faf93dcb4893f550a790a0671fa042e,Enforcement of bylaws and licensing ,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,,Affordable housing and shelters ,NA,NA,1,NA,1,NA,NA,NA,,Strongly disagree,Strongly disagree,NA,NA,NA,NA,NA,1,Idisagree with a New Deal and expect the City to create and execute a budget for the scope of services that are within its mandate.,M4S,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
3e7af77c6f001b36c254904388c789ef,TTC and Wheel Trans ,NA,NA,1,1,1,1,1,1,1,1,1,NA,,Police ,NA,1,NA,NA,NA,1,1,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M6H,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
e07ba6a9e279df1d35e91ed5fe2fb0ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a0e76ebbca05862e18f0a3f4e6f27e5e,Employment and social services,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,Police ,NA,1,NA,NA,NA,NA,NA,NA,,Undecided / Don’t Know,Agree,1,1,1,1,1,NA,,M4w,30-54,NA,NA,NA,NA,1,1,1,NA,NA,NA,
43b5566a1c1fb9eacdf6d55bfafff9a1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7328dbe875d1547e8318aca4fd7940a5,Affordable housing and shelters ,NA,NA,1,NA,1,1,1,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M1S,20–29,NA,1,NA,NA,NA,NA,1,NA,NA,NA,
f181884d784d5d3a224d2f8f23c268ad,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ee7e33a31fecd9895e004c3aa8d169ef,"Maintaining roads, bike lanes and sidewalks",1,NA,1,1,1,1,1,1,NA,1,1,NA,,Police ,1,1,1,NA,NA,NA,NA,NA,,Undecided / Don’t Know,Strongly agree,NA,NA,1,NA,NA,NA,,M1K,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
103fdf0ebdcc26cf37d954bc0da28197,Police ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,"Arts, culture, entertainment and attractions",NA,NA,1,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2c0b65c42abe783a8be854deb56db58f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
bd6dd672f368639901003959d35f85e9,Affordable housing and shelters ,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,,Parking ,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M2N,30-54,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
8451711f950242954c117e492c7a6784,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
d728da511d9c68fc23dedf41e443dea0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6a6955481ca55d382c5a369e30d52996,TTC and Wheel Trans ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
edd5a371efccadd20da8e79f6737be48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4488638a9ac75a4c816786def0f1a9e6,TTC and Wheel Trans ,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,,Enforcement of bylaws and licensing ,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M9A,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
6ac3fc170baab5bb681341df53cb9539,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0c6d72528b7cecd3635f805465ace3cb,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
fd18f36241e281e4fde3e5ca2308ad68,Affordable housing and shelters ,NA,NA,1,1,1,1,1,1,1,NA,1,NA,,Police ,1,1,1,NA,NA,1,1,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M1S,20–29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
7d83cef895a51f6f45c207b7171224cf,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
df70009966a5ef5d0453a70f813de2d7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
27f17c241bfa7b2feeaa55e7858c88f9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
44228ffffe0945992b70ea99a0faa8db,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,NA,1,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M4P,55-64,NA,NA,NA,1,1,1,NA,NA,NA,NA,
ea2dd7095d3ceac11d667a59c0bba4ca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5c161335bf3778af36676ac625d6c3a6,Parking ,NA,NA,NA,1,1,1,1,1,NA,1,1,NA,,Building permits and inspections,NA,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Agree,NA,NA,NA,NA,1,NA,,M9C,55-64,NA,1,NA,NA,NA,NA,1,1,NA,NA,
39d6a34a656501927226a039d77c220c,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e2acf20c26106bc76c985ff67e4e1f03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
acc5f586a5db3e14c44d256c75e81da3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19106eea29d3334d089aff6e453a5540,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0ad857b1d1c93f0aa7f1ec7b6e352d6e,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4a4e6eafd0332556300956860e13b804,Affordable housing and shelters ,NA,1,1,NA,1,1,NA,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Agree,Agree,1,1,1,1,1,NA,,M4S,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
89a4a4148dc7fe5fe042988e2463a213,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
61aa627680d7f513c439b53b3073ed94,Police ,NA,1,NA,1,NA,NA,NA,1,NA,1,1,NA,,Parking ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M1W,30-54,NA,1,NA,NA,NA,NA,NA,1,NA,NA,
a97ad961e72fc05d720a7c3fc9a60704,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8e09b518ea8368be9654f23a2e16f9b6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
df5dd136c6da6137247773176e2474e7,Building permits and inspections,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,,Environment and climate ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,NA,NA,,M3h,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
7653a9e2d78ec2f61c11820aa7733751,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
b54b61a6ff9e4f05a064b27f5e7afb32,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5d3f3ce0ded70c4a14b71baa1758fddf,"Arts, culture, entertainment and attractions",1,1,NA,NA,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,1,1,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M6P,30-54,NA,NA,NA,NA,NA,1,1,NA,NA,NA,
fa54abfa9ca14c58e224ea066436e96d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6494d3ea6661db2f8d2972f254748d74,Affordable housing and shelters ,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,,Promoting and supporting Toronto businesses,NA,NA,1,NA,NA,1,NA,NA,,Agree,Strongly agree,NA,NA,NA,NA,1,NA,,M5A,30-54,NA,1,NA,1,NA,NA,1,NA,NA,NA,
66a92334297829d27b3188bea50428f9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
059f59eaf1de824e90373a02fe844244,Affordable housing and shelters ,NA,1,1,NA,1,1,NA,NA,NA,NA,1,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M6H,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
a9d24608b37c3dfcce70309a6d7958fb,Animal services,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,,Child care ,1,NA,1,NA,1,NA,NA,1,People who have children should be responsible for paying for child care,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M4Y,30-54,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
7f8672b3f5fe21a88348e60ab62a096b,TTC and Wheel Trans ,1,NA,1,1,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5R,20–29,NA,NA,NA,NA,NA,1,1,NA,NA,NA,
4f94d2d4d15babee5958560c53d39729,Parks and recreation,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,,Promoting and supporting Toronto businesses,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,1,NA,NA,1,NA,,M5A,30-54,NA,1,NA,1,NA,NA,1,NA,NA,NA,
513a6e830171871838591afdfa22a95b,Affordable housing and shelters ,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,1,NA,NA,NA,NA,,M4e,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
bd70855e9f479667f956a83b9decd018,Affordable housing and shelters ,NA,1,1,NA,1,1,1,NA,1,1,1,NA,,Police ,1,1,1,NA,NA,NA,1,NA,,Strongly disagree,Strongly disagree,NA,1,1,1,1,NA,,M2R,20–29,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
d1113ac0d0fc7b6a17ae3d2c4bb446ab,Long-term care homes and services for seniors,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M5V,30-54,NA,1,NA,NA,1,NA,NA,NA,NA,NA,
